icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
86da5c,1669373507,RJTT,1669375186,,ANA321  ,1773,10,,,0,0
89637b,1669371542,,1669372414,OMDB,FDB5JN  ,,,2453,26,0,2
7c6db1,1669372121,YBBN,1669373562,,QFA758  ,2660,18,,,0,0
a01cec,1669373991,KMQY,1669374616,KJWN,N106VU  ,13603,185,8846,9,0,4
a1139f,1669370898,KOAK,1669375988,KPHX,FDX1865 ,1689,101,650,109,1,10
a395d5,1669371559,KDFW,1669375289,KLBB,AMF1746 ,3376,135,6584,234,6,9
a2b154,1669374672,KROC,1669377358,KEWR,UAL1425 ,396,35,1049,5,1,5
c063c8,1669373343,CYYC,1669374713,,CWA927  ,1206,89,,,0,0
e47ece,1669373157,,1669375479,SBMT,GLO1321 ,,,4403,718,0,2
e48c05,1669372391,,1669374315,SBGR,GLO1435 ,,,20359,1467,0,2
008876,1669375725,,1669377389,FAOR,ZSDER   ,,,3543,17,0,8
04c0e3,1669372074,,1669374199,FACT,KQA792  ,,,521,76,0,3
3430cd,1669370557,EGKK,1669377425,LIRF,VLG2TZ  ,1652,258,6781,49,1,4
402cc5,1669375451,EGOW,1669376663,EGGP,GJUDE   ,542,87,2583,128,0,1
501dc4,1669375780,,1669376600,,CTN658  ,,,,,0,0
4b1b11,1669371858,LSZB,1669373947,LSZB,HBKGN   ,1015,38,720,7,0,4
4bb850,1669371246,,1669373286,LTFJ,PGT5Y   ,,,3471,125,0,2
4d20e6,1669371536,EGLF,1669376742,LIML,VJT467  ,946,232,720,61,2,1
4cabd3,1669371967,EGLL,1669376442,EIDW,EIN15N  ,655,35,694,10,3,4
4cad9f,1669373583,EGAC,1669376591,EGBB,EAI42BF ,9430,1199,611,15,1,2
71bf23,1669372570,,1669375460,RKSS,ABL8012 ,,,2056,2,0,4
801404,1669374281,,1669376788,VIDP,IGO2124 ,,,1617,14,0,2
896411,1669373976,,1669375925,OMSJ,ABY214  ,,,683,26,0,1
7c42d9,1669372088,,1669373550,YPPH,NWK1815 ,,,1346,5,0,2
a04e24,1669371230,KMCI,1669374729,KIND,FDX2661 ,3179,571,4376,130,4,28
a3573a,1669372826,KMCC,1669373531,KMYV,REH7    ,975,76,9365,331,2,15
e49590,1669372728,SBGR,1669375799,,AZU4618 ,14784,1826,,,0,0
151de0,1669371292,,1669375990,UUDD,IZA305  ,,,7581,194,0,3
155be6,1669372620,UWLL,1669377291,UUEE,SDM6076 ,960,125,8418,282,0,0
300621,1669375290,LILR,1669376169,LIPL,IBRXA   ,4092,141,14393,12,0,1
300621,1669370644,LIMB,1669372060,LILR,IBRXA   ,1019,20,5225,164,1,0
347217,1669372904,LELL,1669376525,LELL,ARK4BH  ,11,25,92,56,0,1
394df2,1669374062,LFQQ,1669375630,LFQO,FGTPS   ,2475,378,1400,192,0,4
394df2,1669371949,LFQO,1669372964,LFQQ,FGTPS   ,5909,405,2782,439,1,6
400a0e,1669372500,EGLL,1669375193,EGNT,SHT12H  ,756,5,131,40,3,0
407607,1669375584,EGPD,1669377380,,BHL62J  ,162,109,,,0,0
407607,1669371112,,1669373398,EGPD,BHL48E  ,,,341,102,0,0
4404ec,1669370533,LOAU,1669373060,LOAU,OECOO   ,3147,217,9046,278,1,1
44ce66,1669371403,EBMB,1669376242,,BEL5EE  ,425,14,,,2,0
48ae82,1669370461,EHAM,1669376182,EPWA,LOT266  ,920,10,4152,118,0,1
3c4dce,1669372432,EDDM,1669374955,LSZM,DLH2KF  ,1183,41,1073,56,0,4
4b44a5,1669375014,LSZP,1669376138,LSGT,HBZZX   ,9755,255,296,20,2,4
71c072,1669372124,RKSS,1669374043,,ASV907  ,833,103,,,2,0
760982,1669371423,,1669372167,,PIA304  ,,,,,0,0
85cd04,1669374640,RJOO,1669376405,,ANA551  ,742,45,,,0,0
86d61c,1669373421,RJTT,1669376989,RJOM,ANA599  ,3016,172,23226,1424,0,0
884215,1669373012,,1669374595,VTBS,BKP164  ,,,8395,394,0,1
885304,1669371930,,1669373246,VTBS,THD264  ,,,8550,402,0,1
896557,1669373640,,1669377102,OMDB,FDB870  ,,,438,41,0,2
aad287,1669372072,,1669374538,KBMI,FDX1512 ,,,1724,44,0,11
300808,1669373053,LIRU,1669376716,LIRU,IDADM   ,267,24,509,47,0,3
34734d,1669374005,LELL,1669376438,LELL,ARK8BP  ,100,86,269,86,0,1
3571c4,1669370572,LELC,1669374591,LELC,MRL25   ,281,64,1076,64,0,1
399e61,1669376039,LFFC,1669377083,LFPV,STH75   ,14123,171,8501,73,0,11
39ceaf,1669372308,LFMT,1669375941,LFPO,TVF33PL ,5889,909,1318,58,1,8
4046e4,1669375859,EGDJ,1669377056,EGBP,GJAJB   ,11206,526,1788,309,2,7
4785c0,1669373923,ENZV,1669376009,ENJB,WIF3Y   ,584,158,7123,840,0,1
4785c0,1669370411,ENBR,1669371748,ENZV,WIF7F   ,1896,268,8677,410,1,0
3c4b4c,1669372489,EDDL,1669377253,LFMN,EWG3GZ  ,252,29,14369,727,0,1
51110a,1669373793,ESSA,1669375589,,SAS079  ,1877,79,,,0,0
4bd14f,1669372200,,1669373568,,CAI964B ,,,,,0,0
4cc4d1,1669372914,BIRK,1669374539,,ICE72G  ,487,168,,,1,0
7100b5,1669370941,OERK,1669374791,OTBD,SVA3502 ,8499,670,3293,103,0,1
8014b4,1669373478,,1669375948,VOBL,IGO968  ,,,3948,83,0,2
861bca,1669371952,,1669376026,RJTT,ANA670  ,,,2926,19,0,2
86dd6e,1669372035,RJTT,1669374984,RJOO,JAL139  ,3770,256,2468,30,0,2
a0eeab,1669371980,KMHT,1669373643,71ME,N1595F  ,1953,338,4089,1575,0,9
a3b1a0,1669373147,KPHX,1669375949,KONT,UPS924  ,1095,94,2345,51,1,6
c04920,1669374368,CYHU,1669376560,CYMW,CGBRZ   ,194,94,24964,1537,2,0
0c2065,1669372766,,1669373415,MPMG,CMP100  ,,,12395,546,0,3
40165d,1669372793,EGSR,1669374149,EGSO,GATLB   ,717,91,21211,609,1,2
400d44,1669371316,EGLD,1669373430,EGLD,GBOPA   ,539,91,895,106,2,7
400cbc,1669373246,EGBN,1669376250,EGBN,GDSID   ,1395,140,3123,171,1,3
401f54,1669374477,EGMT,1669376253,EGSO,GOSII   ,1024,115,7262,853,1,2
404e25,1669375041,EGSX,1669377508,EGBG,GMURG   ,1340,115,495,9,1,1
4064a7,1669375415,EGSH,1669377299,,BHL530  ,4827,657,,,0,0
4078f9,1669373315,,1669375557,EGPD,NHZ652  ,,,1233,147,0,0
46bc4a,1669373024,LGAV,1669375628,,OAL3002 ,9143,1102,,,0,0
3c5467,1669372893,,1669376514,EDDF,DLH9931 ,,,2936,19,0,5
3c6633,1669374389,EDDM,1669377116,EDDV,DLH7HX  ,1122,42,2616,35,0,2
3d3442,1669374169,EDKB,1669375905,EDKA,DESAS   ,445,23,550,7,1,1
3ddc77,1669370888,EDDV,1669372645,EDHA,CHX86   ,387,43,13734,65,0,4
4d2387,1669372930,,1669376725,LIPE,RYR54GV ,,,3900,114,0,0
4d23dc,1669370827,EDDM,1669372975,LSZH,VJT495  ,1172,49,679,65,0,7
702092,1669371493,VGZR,1669373098,VGEG,BBC615  ,4566,432,7558,255,2,0
7586d8,1669373791,RPLL,1669375516,,CEB651  ,734,15,,,1,0
78138e,1669373097,,1669375571,ZGSZ,CDG4681 ,,,7956,331,0,1
781918,1669372778,ZGSZ,1669376845,,CSN6923 ,5077,681,,,0,0
80141f,1669370583,,1669372437,,IGO544  ,,,,,0,0
8014d9,1669372745,VGZR,1669374859,VECC,IGO1859 ,4263,379,680,25,2,2
8518d0,1669374450,RJTT,1669377592,RJOB,JAL241  ,3520,286,22378,1057,0,0
86d237,1669373418,,1669377236,RJTT,SNJ98   ,,,2982,27,0,2
7c68ce,1669374692,,1669376218,YPAD,QFA1953 ,,,1086,9,0,3
a10c31,1669370732,,1669374156,,FDX1552 ,,,,,0,0
abbb77,1669374371,KMHT,1669377539,KEWR,RPA3628 ,1442,117,297,28,0,5
abdc78,1669374744,KFLL,1669377003,KTPA,SWA551  ,4498,507,3708,91,1,8
e06491,1669374011,SAEZ,1669374950,,ARG1962 ,709,17,,,2,0
010143,1669372034,,1669376579,OMDB,MSR912  ,,,536,41,0,2
152032,1669374100,,1669375712,UUEE,AFL015  ,,,5184,99,0,0
155bf6,1669371754,,1669373275,UIII,IAE9416 ,,,265,45,0,0
300554,1669374180,EDDM,1669377259,LSGG,DLH1UY  ,1625,18,151,71,0,3
344158,1669372033,LEMG,1669375483,,VLG76WL ,12606,1995,,,0,0
345643,1669374780,LEAL,1669377584,,VLG9SU  ,682,20,,,0,0
3830ba,1669372603,LFMI,1669373707,LFML,H125V   ,1763,58,2547,282,0,4
38eefb,1669372045,EBST,1669374199,EBST,FPRVZ   ,2400,267,1545,123,1,5
403811,1669372701,EGKB,1669375378,EGHS,GBVDP   ,6283,259,565,25,1,3
45a11a,1669372472,EKEB,1669373212,,SHW603  ,1459,252,,,0,0
498422,1669373031,LKPR,1669377019,EBMB,CEF05D  ,502,6,998,0,1,3
3c674d,1669372189,EDDM,1669375589,EDDH,DLH9PV  ,1231,11,2879,14,0,3
3c66e6,1669371995,EGBB,1669377134,EDDM,DLH6LK  ,355,7,2941,41,0,3
500215,1669370818,LFBD,1669374948,LFBD,T7EGY   ,38,42,2314,41,0,2
4b1a25,1669372822,LSGG,1669376827,EGKR,EZS74DJ ,141,56,6582,275,1,2
4ab567,1669371407,ESNZ,1669375228,ESSB,BRX363  ,507,63,761,67,0,1
4bb841,1669374275,,1669376279,LTFJ,PGT9U   ,,,22009,1078,0,3
780d8d,1669373562,,1669375434,ZGSZ,EPA6246 ,,,8924,399,0,2
8007df,1669370971,VAID,1669377053,VOBL,IGO6738 ,440,7,3959,76,0,2
800db7,1669370436,,1669371419,,IGO7269 ,,,,,0,0
88809b,1669375801,,1669377106,,HVN1565 ,,,,,0,0
7c6d29,1669372450,YMML,1669375130,YSCB,VOZ291  ,2044,17,93,41,1,1
40431b,1669374581,EGLM,1669376033,EGBT,GBZBS   ,4213,584,7702,572,1,5
40653d,1669370642,LFLL,1669375282,EGGW,EZY29NW ,10179,1548,283,30,0,5
42479d,1669372945,OERK,1669375857,OKBK,KNE231  ,10213,602,2994,59,0,1
4486f4,1669373539,EBGB,1669376805,EBGB,OOAWT   ,535,62,847,54,2,3
480448,1669372231,EHGR,1669375760,EHGR,GRZLY83 ,961,61,1402,23,0,2
498b30,1669372388,LKCM,1669375895,LKTB,OKBYP   ,435,8,527,6,1,2
3c4dd0,1669371453,,1669374713,EDDF,DLH9EE  ,,,3054,27,0,5
3d4ab0,1669372224,LILM,1669376067,LILM,DFANO   ,1202,45,96,53,0,2
4d2130,1669374478,OMDB,1669377436,OTBD,VJT915W ,799,26,2163,42,0,1
75004b,1669374198,,1669377509,WMSA,FFM3132 ,,,4633,178,0,1
7585a2,1669371493,RPLL,1669373271,,APG354  ,598,7,,,1,0
80140a,1669371666,VIDP,1669375148,,IGO6187 ,834,14,,,1,0
8013e7,1669374129,VOBL,1669376123,VOMM,IGO6012 ,1650,220,2059,45,1,1
800d33,1669371993,,1669375547,,IGO953  ,,,,,0,0
86d1de,1669372260,RJTT,1669377334,,ANA649  ,3346,217,,,0,0
880848,1669373145,VTBD,1669373896,,AIQ3223 ,5508,667,,,0,0
7c1c4b,1669372712,,1669374665,YPPH,HT701   ,,,1297,12,0,2
7c4400,1669373770,,1669375400,YPPH,NWK1625 ,,,1685,2,0,2
7c7755,1669370568,YWLM,1669371599,YWLM,XUV     ,14065,173,14213,150,0,1
7c7aa7,1669371141,YSSY,1669375296,YMML,VOZ892  ,1061,24,2050,48,0,4
a527d5,1669370865,KNOW,1669372619,KBFI,N431LF  ,2885,42,8270,24,2,5
a7cd0c,1669376332,,1669377382,KDTW,EDV4765 ,,,6718,306,0,6
a924b2,1669376358,KJVL,1669377054,KMSN,COL689  ,1180,43,827,95,0,22
e49246,1669370611,,1669372149,SBBR,TAM3625 ,,,1266,44,0,2
e49763,1669375020,,1669376382,SBRP,TAM3432 ,,,19032,2322,0,2
34604c,1669373765,LEIB,1669374689,,ANE74ZC ,3498,427,,,0,0
402a10,1669373374,EGMD,1669375556,EGKA,GBNZZ   ,3226,483,3522,295,0,2
407c68,1669370822,,1669372259,EGPD,BND97E  ,,,1605,231,0,0
4690e6,1669374784,LGAV,1669375940,,AEE2MJ  ,9207,1232,,,0,0
484b91,1669370525,EBBR,1669372143,EHAM,KLM76J  ,576,25,6296,11,2,0
4aaa41,1669371424,,1669372435,ESNZ,DFL5940 ,,,6403,40,0,1
4ba915,1669374501,,1669377047,,THY78E  ,,,,,0,0
71c003,1669371452,,1669374803,RKSI,KAL422  ,,,14265,1288,0,0
71c322,1669375273,RKSS,1669377258,RKPE,JJA208  ,199,4,21228,1803,2,0
71c366,1669371550,RJBB,1669377323,RKSI,ABL173  ,403,7,11340,480,0,1
7582e7,1669370691,,1669373429,RPLL,CEB774  ,,,2444,15,0,1
80057d,1669374600,,1669377258,VIDP,AIC482  ,,,3046,38,0,1
800b11,1669373374,,1669375743,VOMM,IGO6044 ,,,2270,52,0,1
86e496,1669370846,,1669372949,,JAL8    ,,,,,0,0
e492a6,1669371301,,1669373318,SBKP,AZU4309 ,,,5410,176,0,4
0a007c,1669371035,,1669372156,,DTH1811 ,,,,,0,0
402047,1669372430,EGSW,1669375179,EGMA,GBKIJ   ,14132,708,3423,533,0,8
401bc3,1669375180,EGMJ,1669376557,EGMT,BDAK    ,5815,205,716,16,3,7
404544,1669374538,EGLM,1669376248,EGTH,GBZWZ   ,492,81,111,3,1,7
467893,1669373816,EFKU,1669375226,EFJY,T74     ,167,83,3319,2,0,0
478387,1669372021,ESSA,1669374626,ENGM,SAS849  ,1742,72,3323,13,0,1
4791ac,1669374915,,1669377086,ENGM,NOZ6MH  ,,,2783,17,0,1
49d06b,1669375706,LKSZ,1669376999,LKSZ,OKPAZ   ,1069,49,1371,27,1,8
3e1749,1669370669,EBBR,1669376459,LFMN,AZE84IK ,593,20,17929,636,2,1
4acac5,1669372502,ESGG,1669374159,ESMS,SWE33A  ,704,226,1589,10,0,2
4bab4b,1669375165,,1669376364,LCEN,THY35P  ,,,842,29,0,0
4d225b,1669372560,LIPX,1669376704,,RYR8GW  ,8134,818,,,0,0
7583ae,1669375958,RPLL,1669377508,,GAP2145 ,744,7,,,1,0
8014ce,1669371934,VIDP,1669376248,,IGO2016 ,382,31,,,1,0
850df2,1669370462,,1669372930,RJGG,JAL3087 ,,,4973,109,0,0
861ae4,1669373311,RJTT,1669377284,,JAL655  ,2759,278,,,0,0
85d7c0,1669372321,RJOO,1669374624,,ANA1697 ,851,22,,,0,0
885310,1669374036,,1669374880,VTBS,THD045  ,,,8402,387,0,1
152071,1669373770,UUDD,1669375828,,SVR059  ,2299,270,,,0,0
300472,1669375756,LIME,1669376391,LIME,ISTDI   ,8444,348,25312,1392,1,1
344197,1669373886,LEMD,1669377405,LEMH,ANE29HN ,5318,45,25110,1675,1,1
39cea5,1669370868,LFLL,1669375204,,TVF43FH ,13088,1509,,,0,0
407777,1669370994,EGKK,1669372375,EGLC,CFE9760 ,641,288,124,21,1,5
4692cd,1669375149,LGAV,1669375871,,AEE1K   ,9336,1140,,,0,0
490d03,1669372655,LOWW,1669377476,LSGG,NJE194L ,2819,68,998,79,0,3
3c658e,1669371702,EDDC,1669374353,EDDF,DLH211  ,177,6,3099,42,0,5
3c66e1,1669372415,EDDM,1669376488,EKCH,DLH2YL  ,1377,18,4625,5,0,1
3c9cce,1669373217,EDMO,1669374082,EDMO,MHV55G  ,203,16,1969,6,1,5
4b027c,1669370812,LSGG,1669375870,,EZS27UJ ,658,71,,,1,0
4b1c62,1669373123,LSMF,1669375062,LSMF,HBKTM   ,3771,537,5675,1284,1,2
4b447e,1669372590,LSZK,1669373997,LSZN,HBZYK   ,305,45,10801,349,1,7
4ab562,1669372623,EKAH,1669376963,ESSB,BRX3411 ,7281,1057,492,82,0,1
4d237b,1669374113,EDFH,1669375811,EDDF,ART7001 ,3446,571,1512,34,1,5
750031,1669372261,WMSA,1669373206,,FFM1262 ,2231,269,,,0,0
758479,1669374814,,1669376907,RPLL,SRQ6196 ,,,2163,7,0,1
7609b6,1669372601,,1669373804,,PIA369  ,,,,,0,0
846bd8,1669373463,RJOA,1669377348,RJTT,ANA684  ,5289,704,2858,27,0,2
850e9c,1669371826,,1669375673,RJTT,JAL296  ,,,2556,3,0,2
8964da,1669373071,,1669375317,OMSJ,ABY245  ,,,734,26,0,1
a7cfcc,1669371879,KLOM,1669372547,KPHL,N602MM  ,7854,136,9396,4,5,9
aba856,1669370745,LFPN,1669374188,LFRO,N850LD  ,640,19,169,65,3,0
c02e92,1669372985,CYUL,1669377117,CYYZ,JZA7769 ,677,24,1390,24,0,4
151fff,1669374063,,1669376638,UUEE,AFL1153 ,,,4278,39,0,0
4027a9,1669371678,EGTF,1669373337,EGKA,FFC021  ,8563,425,3744,287,0,1
407675,1669373795,EGHI,1669375223,EGJA,AUR502  ,7252,603,6152,254,0,1
407c2c,1669374231,EGBT,1669376308,EGKA,GMCLE   ,1045,114,4313,287,1,1
4bb063,1669374904,,1669377076,LTFM,THY3TP  ,,,7403,388,0,2
71bf72,1669374797,RKTU,1669376293,,AAR8235 ,12240,1648,,,0,0
7c6ddc,1669371366,YBBN,1669372836,,QFA718  ,2685,11,,,0,0
7c810d,1669372472,,1669373954,YPPH,RXA2374 ,,,876,12,0,2
a76192,1669372387,KCVG,1669377558,KWBW,AMF1326 ,2393,54,4408,1190,2,6
469d41,1669370414,OMDW,1669371775,OMSJ,GNJ65   ,133,56,1584,10,0,1
485814,1669371523,EHAM,1669376139,,KLM31B  ,873,3,,,0,0
505f31,1669370471,LKPO,1669371275,LKSP,OMM737  ,770,7,7394,1264,0,2
7020a4,1669375261,VGTJ,1669376823,VGJR,BBC467  ,3863,625,1268,39,2,0
8013a1,1669370889,,1669373937,VIDP,GOW1122 ,,,1518,0,0,2
800c10,1669373592,VIDP,1669376066,,IGO214  ,642,8,,,1,0
880846,1669370826,,1669373806,,AIQ3208 ,,,,,0,0
88803e,1669374315,,1669375584,,VJC165  ,,,,,0,0
7c2bb0,1669374066,,1669375983,YMML,VOZ1462 ,,,1650,56,0,4
7c7599,1669373325,,1669375109,YBAF,RSCU588 ,,,9769,26,0,2
a65920,1669375838,EGSG,1669376969,EGSC,N508RA  ,1489,104,1969,39,2,7
a76535,1669372511,KOAK,1669376834,KPDX,FDX1857 ,1705,94,2382,55,1,24
e491d4,1669371336,SBCB,1669377566,SBCB,PPNLX   ,1675,160,1994,137,1,2
e494f3,1669373589,,1669374856,,POSEIDON,,,,,0,0
151dee,1669372694,,1669374219,UUWW,SDM6037 ,,,13695,530,0,1
155c38,1669374307,USSS,1669376231,,RWZ1097 ,3607,574,,,1,0
40093e,1669373791,EIDW,1669376721,EGLL,BAW845D ,1911,25,2493,5,1,5
403020,1669374707,EGVN,1669375778,EGVN,GOCTU   ,3224,277,3139,64,0,3
407464,1669371693,LSZM,1669376278,EGLL,BAW73B  ,1435,48,2474,12,1,5
407bf6,1669374589,EGTH,1669376802,EGBT,GRODW   ,337,12,839,0,2,2
44061b,1669373245,EDDH,1669376935,LOWS,EJU16CH ,1309,37,1425,18,0,0
48ada1,1669372182,EPWA,1669376573,LJLJ,LOT615  ,1687,133,3438,31,1,1
48c237,1669371045,LHBP,1669377131,EKBI,RYR3FF  ,923,74,2734,99,0,1
4ac9e9,1669371997,,1669376609,ENGM,SAS4083 ,,,3321,21,0,1
7609c2,1669373497,,1669374299,,SEP502  ,,,,,0,0
7800a7,1669370889,ZGSZ,1669371535,,CHH7773 ,8008,1001,,,0,0
7804e7,1669373168,,1669375018,ZGSZ,CCA4335 ,,,7923,331,0,1
888197,1669371456,,1669373389,VVVH,HVN1717 ,,,11554,564,0,0
7c6c53,1669375740,YBBN,1669377283,,VOZ383  ,2706,41,,,0,0
a046b6,1669370417,,1669373595,KCLT,FDX1492 ,,,11282,480,0,8
ad6415,1669370561,,1669374449,0MN6,FDX1493 ,,,7102,1344,0,4
e48053,1669373259,,1669375138,,TAM3404 ,,,,,0,0
4040f3,1669375419,EGBP,1669376083,EGBP,GEDGI   ,6760,1117,6360,1026,1,5
4040f3,1669372506,EGBP,1669373269,EGBP,GEDGI   ,9849,843,4381,751,1,6
468649,1669373466,,1669376310,LGMG,SXARI   ,,,3344,270,0,1
45a1b6,1669373109,EKEB,1669373728,,NHD925  ,1097,176,,,0,0
45ac35,1669374683,ENBR,1669375698,,SAS4164 ,699,85,,,0,0
45ac35,1669370922,ENZV,1669372582,ENBR,SAS4164 ,609,242,1777,85,0,1
3d474e,1669370520,EDCB,1669372499,EDVE,DEZGG   ,69,10,795,28,0,1
4ab549,1669374420,LEBL,1669376337,LEPA,MESEMJI ,1692,118,3149,90,0,1
4ca810,1669370675,EGGW,1669374041,EIDW,RYR7RC  ,995,45,355,2,0,4
4ca8ed,1669372216,LIMF,1669375340,LIRF,ITY1412 ,7345,864,6370,26,0,4
71c064,1669371721,,1669375458,RKSI,JJA3405 ,,,10428,434,0,1
800c93,1669374516,,1669376966,VECC,IGO775  ,,,622,17,0,2
86803b,1669375927,,1669376609,RJFF,SKY508  ,,,2466,20,0,0
86d6c8,1669375570,RJOO,1669377407,RJOI,ANA1649 ,566,15,29529,1521,0,0
884207,1669372544,VTBS,1669373337,,BKP169  ,3614,356,,,0,0
88819e,1669374585,,1669376050,VVCI,BAV2032 ,,,1098,9,0,1
7c7aa0,1669370635,YSSY,1669373331,,VOZ1357 ,839,8,,,0,0
aced29,1669375265,,1669377598,KATL,DAL2610 ,,,2579,30,0,20
e48199,1669371673,SBBR,1669374867,,TAM3980 ,1866,39,,,1,0
e8041b,1669372440,SPJC,1669373218,,LPE2182 ,1435,201,,,3,0
151e1a,1669375395,,1669377170,UUWW,PBD168  ,,,15959,781,0,1
155bb9,1669371084,,1669373300,UUEE,SDM6226 ,,,28309,717,0,0
401e80,1669375217,EGBD,1669376690,EGBN,GBHRC   ,8231,647,2367,79,1,3
40756d,1669370544,LSGG,1669374534,EGKK,EZY39GY ,1094,56,5643,220,1,3
40788c,1669375457,EGJB,1669377138,EGTE,AUR2ET  ,5689,545,5845,273,0,1
440822,1669371457,LYBE,1669374770,LOWW,AUA736  ,1097,64,988,60,1,2
4690e4,1669374586,LGAV,1669376093,,AEE284  ,8956,1125,,,0,0
4691c1,1669374828,LGTS,1669376800,,AEE83W  ,554,39,,,1,0
491114,1669371682,LPCS,1669375918,LPCS,RVP272  ,181,99,901,129,1,3
4b1f49,1669371186,EKCH,1669372797,EKSS,DNU04C  ,10843,86,23934,936,0,0
4bb848,1669373720,,1669375548,,PGT7R   ,,,,,0,0
4ca758,1669373500,,1669375668,LIRF,ITY1578 ,,,6362,26,0,4
70612f,1669375210,OKBK,1669376110,,JZR221  ,2601,203,,,0,0
71c243,1669371795,,1669375649,RKSI,JNA644  ,,,9906,404,0,1
75854a,1669373343,,1669375829,RPLL,ATX153  ,,,2581,22,0,1
7609ee,1669371019,,1669372138,OMDB,PIA211  ,,,2148,26,0,2
780315,1669372480,,1669373654,ZGSZ,EPA6232 ,,,8829,377,0,2
80057b,1669374886,,1669377149,VIDP,AIC464  ,,,1534,0,0,2
800c74,1669371491,,1669373757,VIDP,IGO6052 ,,,1432,0,0,2
8464f4,1669371406,RJTT,1669374250,,ANA569  ,2429,179,,,0,0
851958,1669372463,,1669375527,RJTT,JAL498  ,,,3091,35,0,2
8681b3,1669374750,,1669376429,RJBE,SKY138  ,,,892,67,0,2
872968,1669372140,RJTT,1669375659,,ANA299  ,2099,12,,,0,0
89914c,1669371426,RCKH,1669372343,RCWA,MDA351  ,3095,1369,22691,1405,0,0
a0360e,1669375743,KMDT,1669377232,KWBW,MRA697  ,1224,118,4975,1053,3,6
a771a8,1669371751,,1669375738,RJAA,UPS109  ,,,18971,1663,0,2
e07542,1669373377,SAEZ,1669375049,,ARG1786 ,715,101,,,2,0
e082ce,1669371009,SABE,1669372674,,FBZ5300 ,1130,24,,,0,0
e48198,1669371963,,1669373599,,TAM3500 ,,,,,0,0
e48275,1669375540,,1669377403,,TAM3352 ,,,,,0,0
e495fb,1669370966,,1669372548,SBBR,GLO1701 ,,,1186,44,0,2
e8045e,1669376885,SPJC,1669377519,,LPE2065 ,1409,217,,,3,0
152c2d,1669371588,,1669375973,UUEE,SUM9646 ,,,8383,298,0,0
4071a2,1669370922,,1669373563,EGPD,HKS12F  ,,,1137,117,0,0
43c8d7,1669373080,EGYD,1669376622,EGYD,CWL33   ,1145,70,609,9,1,4
494105,1669371433,LIML,1669373303,LSGG,NJE644D ,507,61,1656,64,1,3
48c9f3,1669375442,EPRP,1669377523,EPRP,PPU01   ,7951,1035,24983,1035,0,0
48c9f3,1669373510,EPWA,1669374203,EPRP,PPU01   ,2194,141,8303,1035,1,1
4ba9ab,1669375091,LTFM,1669376904,,THY1RH  ,5151,563,,,0,0
70612e,1669371371,OKBK,1669372582,,JZR249  ,2948,188,,,0,0
70c0de,1669372326,,1669375092,,OMA693  ,,,,,0,0
896529,1669371082,OMDW,1669377023,OMDW,EFC27L  ,3451,41,3890,18,0,1
89906e,1669376528,,1669377310,RCMQ,UIA8652 ,,,4758,140,0,1
89914b,1669371374,RCSS,1669373380,,MDA379  ,1378,185,,,0,0
7c8025,1669374690,YPAD,1669377446,YMCT,RXA4631 ,436,24,23715,1468,0,1
a262e3,1669375563,KLOU,1669376606,KLOU,N253CP  ,631,69,1968,24,1,8
ac7ae4,1669370876,KAFW,1669374899,K7T7,CFS8291 ,1137,199,16315,746,12,3
ae062c,1669372847,,1669377524,ETAD,        ,,,16647,823,0,5
adf06d,1669372484,KRDU,1669376395,KATL,DAL2758 ,1216,27,1994,7,0,21
e482c5,1669373896,,1669375045,,TAM3272 ,,,,,0,0
30080f,1669373167,LIPO,1669375398,LILN,ICCAB   ,9368,448,473,38,1,6
3945e9,1669372560,,1669376155,LFHC,CCM70FC ,,,9501,944,0,3
403321,1669374450,EGDD,1669375961,EGLM,GBSYY   ,817,635,861,356,1,9
4042ef,1669374538,EGLP,1669377203,EGBO,GGCYC   ,5861,461,14245,812,0,1
440050,1669373284,EDDB,1669376117,LOWW,AUA2BE  ,862,24,1218,38,0,2
471f03,1669373223,,1669373978,LIBD,WZZ97ZL ,,,1446,53,0,0
801422,1669374570,VOBL,1669377088,,IGO5251 ,2793,205,,,0,0
8013de,1669373346,,1669374297,,IGO5241 ,,,,,0,0
800b2c,1669376507,,1669377208,,IGO874  ,,,,,0,0
800cc3,1669370839,,1669373663,VECC,IGO7584 ,,,109,17,0,2
800da0,1669371337,,1669373085,VIDP,VTI618  ,,,2966,15,0,1
7c1aba,1669370792,,1669372938,YPPH,UTY3385 ,,,1577,10,0,2
7c6b14,1669370851,,1669372529,YBBN,JST058  ,,,1093,18,0,2
c05430,1669372843,,1669376831,CYYZ,ROU1510 ,,,957,32,0,4
3935ab,1669373561,LFPL,1669375743,LFPL,FGNNL   ,918,58,1881,58,1,8
405ced,1669373170,EGTB,1669375431,EGDJ,GCFGX   ,729,56,11983,221,1,4
484559,1669373453,EHAM,1669377534,LFHC,KLM95A  ,1489,10,10532,1119,0,3
48ad02,1669372321,EDDB,1669375670,EPWA,LOT388  ,4068,32,2489,26,0,1
48c2a7,1669370767,EGGW,1669377568,EPKK,RYR35WW ,289,0,6022,238,0,1
